s6.new.rev.p2.m2,s4.loc.ic.ins.p1,s8.mbl.p2,s2.rch.val.l67,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s8.ic.mou.all.p3,s8.new.rev.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s4.std.ins.l14,s4.loc.ins.l14,s4.data.ins.l14,s4.std.ic.ins.l14,target
0.55,4,6.59,132.29,0.0,8.47,0.59,0.61,0.49,0.0,1,14,12,0,0
-0.16,4,-0.03,22.5,99.0,4.15,-0.21,0.0,0.03,0.0,1,14,0,1,0
0.05,3,-7.0,91.54,0.333333333,20.87,0.59,-0.68,-0.61,0.0,1,13,0,1,0
0.87,4,-5.92,63.33,0.0,4.15,0.15,0.36,0.33,0.0,0,14,0,0,0
-0.58,4,-1.14,147.5,0.25,2.2289999999999965,-0.38,0.03,0.02,3.0,0,14,0,0,0
0.87,4,-1.45,41.3,0.0,11.46,-0.72,0.58,0.56,0.0,0,12,0,0,0
-0.33,4,6.59,66.0,99.0,8.09,0.12,-0.74,0.3,0.0,0,14,1,0,1
-0.15,4,3.36,38.57,0.222222222,5.33,-0.42,-0.13,-0.01,0.0,0,14,6,0,0
-0.37,4,-2.09,147.5,0.5,4.44,-0.31,0.11,-0.44,0.0,0,14,3,0,0
0.0,2,0.05,49.52,0.25,21.32,-0.72,-0.95,-0.73,0.0,2,14,0,1,0
0.07,4,3.88,69.8,0.0,21.32,-0.11,0.85,0.76,0.0,9,12,2,4,1
-0.91,4,-0.52,62.5,0.0,2.2289999999999965,0.27,-0.24,-0.2,2.0,0,13,1,0,1
-0.08,4,3.76,147.5,0.0,6.35,0.17,0.73,0.6,2.0,0,12,12,0,0
-0.32,4,6.59,52.75,99.0,4.21,0.59,-0.34,-0.14,0.0,1,14,0,1,0
0.56,3,-5.9,57.75,99.0,4.06,-0.62,0.14,0.16,0.0,1,14,0,1,0
-0.51,4,-2.1,30.89,99.0,5.39,-0.31,-0.36,-0.27,0.0,0,14,0,0,0
-0.7,4,6.59,90.78,99.0,21.32,-0.1,-1.06,-0.57,0.0,2,14,0,1,1
-0.59,4,-0.28,50.58,0.285714286,14.53,0.59,0.0,0.01,3.0,1,14,12,0,0
0.43,2,0.35,38.19,0.4,18.89,0.18,0.5,0.76,0.0,9,13,1,6,0
-0.95,4,0.0,32.25,0.5,2.2289999999999965,-0.11,-0.09,-0.08,4.0,0,13,2,0,1
-0.72,4,-3.09,70.93,1.0,12.47,-0.22,-1.06,-1.0,2.0,1,14,0,0,1
0.76,4,0.0,147.5,0.0,21.32,0.06,0.85,-1.07,0.0,0,14,0,0,0
-0.95,4,0.0,147.5,99.0,2.2289999999999965,-0.17,-0.11,-1.07,0.0,0,14,1,0,0
-0.95,1,0.0,31.0,0.411764706,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
-0.29,4,-3.94,42.22,0.5,9.85,-0.34,-0.51,-0.24,3.0,0,14,1,0,0
0.87,3,0.0,36.33,0.428571429,9.74,-0.13,0.71,-0.73,3.0,1,13,0,0,0
0.87,4,1.54,63.45,0.0,13.86,0.16,0.59,0.24,0.0,9,14,0,6,0
0.14,2,0.18,32.5,0.266666667,8.24,-0.61,0.31,0.2,2.0,6,13,0,4,0
-0.08,4,-1.43,51.67,99.0,10.91,0.59,-0.11,0.75,0.0,0,14,0,0,0
-0.87,3,0.0,147.5,0.166666667,21.32,-0.3,-1.06,-1.07,2.0,0,13,0,0,0
-0.95,4,-0.09,42.75,0.6,4.48,0.2,-0.61,-0.51,3.33,2,14,0,2,1
0.87,4,0.0,32.86,0.2,12.89,0.13,0.04,0.54,4.0,0,13,0,0,1
0.87,4,1.19,97.45,99.0,21.32,0.47,0.85,0.76,0.0,0,14,12,0,0
0.0,4,-7.0,134.0,99.0,8.6,0.3,0.72,0.76,0.0,1,14,1,1,0
-0.95,1,0.0,24.0,0.4,4.69,-0.14,-0.21,-0.05,4.5,3,10,0,3,1
-0.95,1,0.0,29.0,0.333333333,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,0
-0.79,4,6.59,147.5,1.0,3.39,-0.49,-0.47,-0.48,0.0,9,14,0,6,0
-0.55,4,0.0,42.11,0.545454546,6.36,0.19,-0.31,-0.17,4.5,0,14,3,0,1
0.28,4,-6.2,36.77,99.0,20.81,0.59,0.27,-1.07,0.0,1,14,0,1,0
-0.12,4,-3.6,69.57,0.0,8.11,-0.72,-0.22,-0.07,0.0,2,14,9,0,0
-0.95,3,-0.03,82.44,0.35,7.77,-0.07,-0.58,-0.44,5.5,2,13,12,0,1
-0.41,4,-6.37,71.25,1.0,5.79,-0.14,-0.18,0.03,0.0,3,14,0,3,1
-0.59,4,1.4,51.92,99.0,5.09,0.12,0.26,0.0,0.0,0,14,0,0,1
-0.95,1,-0.28,48.5,0.857142857,10.16,-0.41,-1.06,-1.07,3.5,1,14,1,1,1
-0.39,4,-2.92,51.0,0.333333333,2.39,0.08,-0.04,-0.21,0.0,0,14,0,0,0
0.22,4,-0.84,22.298999999999996,0.25,6.7,0.45,0.04,0.17,0.0,0,14,0,0,0
-0.19,4,-7.0,126.25,0.0,5.11,0.59,-0.19,-0.17,0.0,0,13,10,0,1
-0.95,1,0.0,123.75,0.777777778,16.64,-0.12,-1.06,-1.07,5.5,2,9,5,2,1
0.87,4,-5.36,39.6,0.0625,5.92,-0.72,0.13,0.08,2.0,9,14,0,6,0
0.21,4,0.45,76.67,0.25,10.66,0.29,0.27,0.21,0.0,0,14,0,0,0
-0.95,3,0.0,22.67,0.0,2.2289999999999965,-0.05,-0.06,0.02,0.0,5,14,0,4,1
-0.5,4,-0.95,23.16,0.181818182,7.06,0.59,0.16,-0.24,4.0,4,10,0,4,0
0.6,2,-0.48,31.17,0.0,6.98,-0.09,-0.21,-0.42,0.0,4,14,0,1,1
-0.27,4,0.52,127.25,99.0,7.24,0.59,0.07,0.15,0.0,0,14,2,0,0
0.85,4,-1.52,38.87,0.0,18.32,0.59,0.85,0.76,0.0,9,13,0,6,0
-0.67,3,-0.37,42.0,0.166666667,6.2,0.07,-0.68,-0.42,2.5,4,9,0,1,1
-0.57,3,-1.41,62.64,99.0,7.15,-0.72,-0.86,-1.07,0.0,9,14,0,6,0
-0.06,3,-2.88,36.67,0.066666667,7.54,-0.1,-0.36,0.11,0.0,3,13,1,1,0
-0.95,1,0.0,54.0,0.388888889,5.4,-0.39,-0.69,-1.07,5.5,0,9,0,0,1
-0.95,3,0.0,72.86,0.875,9.81,-0.21,-1.06,-1.07,5.5,3,13,0,3,1
0.87,4,6.59,125.3,99.0,21.32,0.59,0.85,0.76,0.0,9,14,0,6,0
-0.47,4,-0.12,22.298999999999996,0.4,5.06,0.11,-0.39,-0.26,0.0,0,14,0,0,0
0.39,4,-2.34,48.29,0.5,17.65,-0.72,-0.05,-0.06,0.0,0,14,12,0,0
-0.51,4,-0.53,60.0,0.0,4.29,0.08,-0.57,-0.28,0.0,0,14,1,0,1
0.25,4,-0.79,22.298999999999996,0.0,7.11,0.59,0.37,0.76,0.0,0,14,5,0,0
0.87,2,-1.51,25.71,0.25,9.15,0.1,0.78,0.42,2.0,0,12,1,0,0
-0.27,4,-4.98,54.5,0.0,2.81,0.47,0.01,-0.26,0.0,0,14,0,0,0
-0.95,1,-0.43,25.63,0.583333333,2.82,-0.63,-0.34,-0.27,5.5,0,9,0,0,1
0.36,4,6.59,72.57,99.0,9.96,-0.17,0.85,0.64,0.0,4,14,12,2,0
0.87,1,-0.34,22.298999999999996,0.166666667,4.91,0.26,0.11,0.02,3.0,2,10,0,0,0
-0.42,3,-1.59,84.67,0.285714286,10.01,-0.66,-0.66,-0.41,4.0,0,14,0,0,1
-0.76,4,-0.66,41.67,0.571428571,9.57,-0.61,-0.99,-0.65,4.0,0,14,0,0,1
-0.18,4,6.59,25.66,0.222222222,13.62,-0.72,-0.37,0.43,2.0,1,14,0,0,0
-0.24,4,2.65,38.11,0.0,8.45,-0.47,-0.53,-0.32,0.0,0,14,6,0,0
-0.62,1,-4.62,49.25,1.0,7.28,-0.27,-0.92,-1.07,0.0,9,9,0,6,0
0.19,2,-0.06,22.298999999999996,0.2,5.31,-0.02,-0.24,0.03,2.0,0,13,0,0,0
0.01,4,-3.95,74.0,99.0,9.21,-0.56,0.06,-0.51,0.0,1,14,1,1,1
0.19,4,-0.73,24.38,99.0,5.29,-0.69,-0.19,-0.14,0.0,6,14,1,6,0
0.87,4,3.06,35.0,0.055555556,14.44,0.59,0.83,0.76,2.0,0,14,0,0,0
-0.75,4,0.0,22.298999999999996,0.142857143,2.2289999999999965,0.2,-0.08,-0.02,2.0,1,12,1,0,1
0.09,4,2.79,124.83,99.0,21.32,-0.72,-1.06,-1.07,0.0,9,14,1,6,0
0.87,4,-0.9,101.88,99.0,14.79,-0.16,0.85,0.76,0.0,0,14,0,0,0
-0.48,4,-2.44,50.0,0.5,4.52,0.49,-0.04,-0.01,2.0,0,14,0,0,0
0.87,4,-1.01,71.18,0.0,21.32,0.02,0.85,0.76,0.0,9,14,0,6,0
-0.5,4,-4.42,36.25,0.166666667,4.73,-0.38,0.18,0.15,2.0,1,14,0,1,1
-0.39,4,0.0,147.5,0.0,4.62,-0.44,0.01,0.03,0.0,0,14,0,0,0
-0.74,4,5.24,48.81,0.666666667,19.98,0.59,-1.06,-1.07,2.0,0,14,4,0,1
-0.49,4,0.02,40.48,1.0,16.1,0.59,-1.06,-0.89,2.0,0,14,12,0,0
-0.59,4,-7.0,147.5,99.0,12.09,-0.72,-1.06,-0.46,0.0,0,14,0,0,1
0.13,4,6.59,22.298999999999996,0.0,4.21,0.24,-0.34,-0.04,0.0,4,14,10,2,0
0.46,4,-0.01,23.29,0.0,11.33,-0.72,0.85,0.76,0.0,0,14,1,0,0
-0.52,1,-7.0,72.44,99.0,5.11,-0.01,0.06,0.12,0.0,9,14,0,4,0
0.31,3,-1.73,33.52,0.0,15.4,-0.06,-0.85,-0.53,0.0,0,14,1,0,0
0.16,1,-7.0,106.33,0.5,9.86,-0.72,-0.23,-0.49,0.0,9,11,0,6,0
0.05,4,6.59,147.5,99.0,9.01,-0.72,-0.12,-0.21,0.0,0,14,12,0,0
0.0,3,-4.72,147.5,99.0,4.32,-0.17,0.21,0.2,0.0,0,14,12,0,0
0.19,4,-0.97,27.37,0.0,11.72,0.59,0.79,0.76,0.0,4,13,0,4,0
-0.78,2,-0.73,27.43,0.666666667,4.1,-0.27,-0.5,-0.27,2.0,0,12,0,0,0
-0.53,4,0.21,77.0,0.5,3.14,-0.15,-0.04,-1.07,0.0,0,14,0,0,0
-0.4,2,0.25,45.0,0.333333333,17.81,-0.11,-1.06,-1.05,2.0,0,11,1,0,0
0.16,4,-1.58,44.92,0.2,21.32,-0.02,0.85,0.76,4.0,4,14,3,3,1
-0.09,2,0.91,43.45,0.0,11.13,0.02,-0.64,-0.32,0.0,3,14,0,1,0
-0.94,1,-0.45,50.33,0.5,2.62,-0.12,-0.37,-0.64,5.0,0,9,0,0,1
-0.88,4,-1.22,44.5,0.6,9.72,0.33,-1.06,-1.07,2.0,0,13,0,0,1
-0.95,4,0.0,90.85,0.411764706,2.2289999999999965,0.57,-0.01,0.0,5.5,0,14,12,0,1
-0.59,4,-4.6,84.67,0.0,4.83,-0.02,-0.2,-0.38,0.0,9,14,0,6,0
-0.79,4,-0.68,25.14,0.6,2.63,-0.06,-0.35,-0.65,3.0,2,14,0,2,1
0.87,3,-7.0,84.26,99.0,21.32,-0.53,0.85,0.76,0.0,3,14,12,3,1
0.82,4,-5.17,42.44,0.0,10.08,-0.35,0.54,0.34,2.0,6,14,0,5,0
0.34,4,-3.56,22.298999999999996,0.333333333,8.29,-0.12,-0.71,-0.49,0.0,1,14,0,1,0
0.32,4,-7.0,65.0,99.0,10.16,0.59,-0.52,0.72,0.0,0,14,0,0,1
-0.04,4,0.0,108.0,99.0,21.32,0.59,-0.27,-0.77,0.0,9,14,0,6,0
-0.39,3,-0.14,36.8,0.357142857,10.23,0.46,-0.56,-0.15,3.5,9,13,12,6,1
0.04,4,-1.36,39.09,0.166666667,7.79,0.59,0.78,0.69,4.5,2,14,0,1,0
0.87,3,-1.19,41.14,0.0,12.05,0.44,0.85,0.76,5.0,0,9,0,0,0
-0.17,2,0.32,22.298999999999996,0.153846154,3.08,0.12,-0.17,-0.13,2.0,0,13,0,0,0
-0.23,3,-3.75,82.5,0.0,4.29,-0.11,0.1,0.09,0.0,0,14,0,0,0
0.11,4,6.59,147.5,99.0,8.35,-0.41,-0.24,-0.28,0.0,9,14,0,6,0
0.87,3,0.7,25.82,0.2,5.5,0.1,0.37,0.41,2.0,0,13,0,0,0
0.0,1,1.07,40.0,0.2,7.69,0.08,0.48,0.18,3.67,1,9,0,0,0
0.29,4,-7.0,147.5,0.0,10.16,0.36,0.81,0.67,0.0,2,14,12,1,0
0.2,4,0.0,22.298999999999996,0.0,11.61,0.03,0.3,0.58,0.0,1,14,0,0,0
0.87,4,-0.77,22.298999999999996,0.0,15.3,-0.72,0.85,0.76,3.0,0,14,0,0,0
0.47,4,-7.0,108.93,99.0,10.92,0.48,0.83,0.76,0.0,3,14,0,0,0
-0.43,4,-7.0,147.5,1.0,21.32,0.59,-1.06,-1.02,0.0,9,14,12,6,1
-0.12,4,3.14,129.0,99.0,7.95,-0.72,-0.36,-0.66,0.0,6,14,0,6,0
-0.02,4,-0.11,22.298999999999996,0.2,8.25,0.24,0.05,-0.08,0.0,1,14,0,1,1
-0.49,4,-4.24,46.14,0.333333333,7.23,-0.28,-0.58,-0.96,0.0,0,14,2,0,0
-0.95,4,0.0,147.5,0.0,2.2289999999999965,-0.18,0.0,0.76,0.0,1,14,0,0,0
0.87,3,0.0,35.67,0.0,21.32,0.15,0.85,0.76,0.0,0,14,0,0,0
-0.43,4,-5.17,101.07,0.285714286,14.48,-0.59,-1.06,-1.07,2.0,3,14,12,0,1
-0.95,4,0.0,43.29,0.75,7.11,-0.72,-1.06,-0.92,5.5,3,14,0,3,1
0.87,4,0.0,54.0,0.333333333,12.06,0.59,0.82,0.56,5.5,2,14,0,2,0
-0.01,4,-7.0,82.73,0.25,21.32,0.59,-1.06,-0.58,2.0,2,14,0,2,0
0.54,3,3.08,24.83,0.0,15.63,-0.03,0.1,0.43,0.0,1,13,6,1,0
0.87,4,-0.74,72.6,99.0,21.32,0.51,0.85,0.76,0.0,2,14,4,1,0
0.33,3,-7.0,147.5,99.0,13.15,0.4,0.85,0.76,0.0,0,14,12,0,0
-0.78,1,-1.32,25.13,0.555555556,2.2289999999999965,-0.24,-0.21,-0.18,4.5,0,11,4,0,1
0.79,4,0.18,69.29,0.0,14.48,0.05,0.85,0.54,0.0,0,13,0,0,0
-0.67,4,4.8,75.0,99.0,21.32,0.11,-1.06,-0.55,0.0,0,14,3,0,0
0.04,4,-1.97,44.4,99.0,8.2,-0.35,-0.41,0.03,0.0,2,14,0,1,0
-0.95,1,0.0,27.68,0.318181818,2.2289999999999965,-0.1,0.0,0.0,5.5,2,9,0,1,1
0.87,2,-2.47,45.33,0.333333333,8.02,-0.09,0.85,0.49,0.0,0,13,2,0,0
-0.55,4,0.0,107.6,0.0,2.2289999999999965,0.14,0.08,0.27,0.0,2,14,0,0,1
-0.95,1,0.0,45.0,0.28,2.2289999999999965,-0.15,0.0,0.0,5.5,0,9,0,0,0
-0.55,4,0.0,55.65,99.0,18.33,-0.05,-1.06,-1.07,0.0,1,14,0,1,1
0.19,2,-3.89,32.67,0.142857143,2.2289999999999965,0.04,0.12,0.26,0.0,2,12,0,2,0
-0.95,1,0.0,56.67,0.368421053,2.2289999999999965,-0.25,-0.17,-0.15,5.5,0,9,0,0,1
-0.95,2,0.0,37.5,0.5,2.2289999999999965,-0.39,0.0,-0.39,2.0,0,11,0,0,1
-0.03,4,-0.58,22.298999999999996,0.333333333,14.7,0.23,-1.06,-0.93,2.0,2,14,2,2,1
-0.84,1,-0.79,22.298999999999996,0.230769231,14.11,-0.45,-0.64,-0.13,2.5,4,13,0,3,1
-0.46,3,4.62,49.45,99.0,18.34,-0.4,-1.06,-1.07,0.0,7,10,1,6,1
0.75,3,-3.03,25.0,0.0,3.8,0.01,0.08,0.09,0.0,0,12,0,0,1
-0.15,4,-7.0,43.5,0.333333333,11.67,0.14,0.1,0.41,2.0,1,12,0,0,1
-0.69,2,-1.62,147.5,0.6,4.67,-0.71,-0.25,-0.48,3.0,9,10,0,5,1
-0.45,3,0.03,22.298999999999996,0.111111111,6.08,0.21,-0.35,0.01,3.0,4,14,6,1,0
0.87,4,-2.32,28.9,99.0,17.99,0.1,0.85,0.76,0.0,0,14,0,0,0
0.87,2,-5.7,50.0,0.125,11.79,0.09,0.85,-0.05,2.0,0,9,2,0,0
0.07,4,0.67,22.298999999999996,0.0,10.72,0.59,0.85,0.76,3.0,1,10,0,1,1
0.87,4,6.59,42.96,99.0,13.32,0.27,0.85,0.76,0.0,2,14,9,1,0
-0.08,4,-3.57,147.5,0.090909091,11.58,-0.18,-0.88,-0.74,2.0,0,13,12,0,0
-0.77,4,-0.2,33.67,0.3,3.33,-0.25,-0.4,-0.08,0.0,1,12,12,0,1
0.46,4,0.49,22.298999999999996,99.0,12.16,-0.39,0.39,0.22,0.0,0,14,0,0,0
0.87,4,5.32,44.2,0.181818182,9.37,-0.11,0.85,0.74,2.5,0,13,0,0,0
0.87,4,2.99,50.0,99.0,9.52,0.59,0.85,0.76,0.0,0,14,0,0,0
-0.57,4,-4.6,57.1,0.0,9.48,-0.36,-0.62,-0.05,0.0,0,14,1,0,0
-0.68,4,-0.47,99.5,1.0,10.84,-0.45,-1.06,-1.07,0.0,0,14,1,0,1
-0.28,3,-3.06,24.29,0.285714286,4.75,0.0,-0.2,-0.15,4.0,2,10,0,2,1
-0.3,4,-4.14,111.22,99.0,7.74,0.06,-1.06,-1.07,0.0,1,14,12,0,0
-0.04,4,6.59,59.24,0.0,9.69,0.57,0.85,0.76,0.0,0,14,0,0,0
0.01,3,-3.19,60.0,0.0,3.33,0.59,0.2,0.17,2.0,0,14,0,0,0
-0.95,4,0.0,27.78,0.538461539,8.67,-0.27,-0.73,-0.34,5.0,0,14,0,0,1
-0.34,4,-2.28,39.43,99.0,16.76,-0.52,-0.42,-0.4,0.0,0,14,12,0,1
0.87,4,-1.99,44.71,0.5,18.86,0.59,0.85,0.76,0.0,2,13,0,1,0
-0.73,1,3.37,50.85,1.0,13.55,-0.28,-1.06,-1.07,3.0,0,11,0,0,1
-0.95,2,-0.04,26.36,0.571428571,4.4,-0.26,-0.72,-0.52,2.0,0,11,0,0,1
-0.73,4,-2.69,49.64,99.0,2.68,-0.72,-0.29,-1.07,0.0,2,14,0,0,1
-0.71,4,-2.95,53.07,99.0,4.03,0.59,-0.08,-1.07,0.0,0,14,0,0,1
-0.02,4,-5.3,58.75,0.0,3.9,-0.04,0.17,0.16,3.0,0,14,0,0,0
0.87,1,-1.23,56.89,0.0,14.64,-0.1,-0.32,-1.07,0.0,9,9,0,6,0
-0.94,4,-0.24,37.14,0.571428571,2.2289999999999965,-0.12,-0.31,-0.27,2.5,0,14,0,0,1
-0.95,1,0.0,29.0,0.291666667,2.2289999999999965,-0.02,0.0,-0.62,5.5,0,9,0,0,1
0.33,3,-2.7,60.0,0.0,4.65,0.1,0.07,0.06,2.0,0,13,0,0,0
-0.7,2,-4.47,147.5,0.0,2.7,0.29,-0.08,0.01,0.0,9,9,0,6,0
0.28,4,1.47,56.43,0.0,9.03,0.16,0.2,0.19,3.0,0,14,0,0,1
-0.21,4,-3.28,44.64,0.5,5.53,-0.18,-0.34,-0.28,0.0,0,14,0,0,0
-0.95,1,0.0,22.298999999999996,0.5,2.2289999999999965,-0.16,-0.17,-0.14,5.5,4,12,0,1,1
-0.67,1,-3.79,82.0,0.5,3.29,-0.1,-0.04,-0.04,2.0,1,12,0,0,1
-0.32,4,-4.29,33.33,99.0,14.84,0.51,-1.06,-0.86,0.0,0,14,0,0,0
-0.47,2,-4.48,67.15,99.0,9.6,0.59,-1.06,-1.07,0.0,0,13,0,0,0
0.45,4,0.22,35.5,0.428571429,17.29,-0.03,0.85,0.02,2.5,8,14,0,6,0
0.05,4,-3.41,44.33,0.142857143,3.92,-0.02,-0.15,-0.31,0.0,2,12,0,2,0
-0.18,4,-1.44,23.89,0.142857143,2.2289999999999965,0.0,0.22,0.17,0.0,0,13,0,0,1
0.42,3,0.35,26.8,0.0,5.84,0.09,0.75,0.74,0.0,0,13,0,0,1
-0.11,4,-0.52,22.85,0.5,10.6,-0.52,0.3,-1.07,0.0,7,14,0,6,0
-0.95,1,-0.05,115.26,0.272727273,2.2289999999999965,-0.03,-0.02,-0.02,4.33,0,9,0,0,0
0.87,1,-7.0,141.8,0.277777778,12.92,0.11,0.85,0.76,5.0,7,9,7,3,0
0.07,3,3.02,39.49,99.0,20.34,-0.08,0.85,0.76,0.0,0,14,0,0,1
-0.94,3,0.0,40.5,1.0,4.95,-0.72,-0.39,-1.07,5.5,1,13,7,1,0
0.21,4,6.59,126.25,0.0,9.82,0.59,0.17,0.12,0.0,1,14,0,1,0
0.31,4,-0.81,37.55,99.0,13.79,-0.24,0.85,0.74,0.0,3,14,0,0,0
-0.54,4,0.34,63.28,0.5,12.84,0.59,-1.06,-0.99,0.0,3,14,0,3,0
-0.54,3,-2.06,53.13,1.0,6.98,-0.72,-1.02,-0.59,0.0,1,14,0,0,0
0.1,4,0.05,22.298999999999996,0.5,9.96,0.59,-0.15,-0.12,2.0,0,14,0,0,0
-0.95,3,-0.05,22.298999999999996,0.6,4.45,0.07,-0.39,-0.27,5.0,1,13,1,1,1
0.87,4,1.32,57.83,99.0,16.27,0.59,0.15,0.76,0.0,1,14,0,1,0
-0.95,4,-0.2,50.0,0.214285714,7.04,0.59,-0.38,-0.32,2.0,0,14,0,0,0
-0.91,4,0.0,24.12,0.315789474,2.2289999999999965,0.14,0.04,0.04,5.5,3,10,0,3,1
-0.7,2,-3.3,45.03,1.0,10.64,-0.72,-0.83,-1.07,2.0,9,12,0,6,1
-0.21,4,-7.0,115.25,99.0,5.27,0.56,0.45,0.74,0.0,3,14,2,1,0
-0.9,1,-2.1,56.62,0.75,19.72,-0.61,-1.06,-1.07,3.0,0,11,0,0,1
-0.95,3,0.0,126.13,0.466666667,2.71,-0.24,-0.17,-0.14,5.5,0,10,3,0,1
-0.5,4,3.82,73.44,99.0,10.04,-0.72,-0.39,-0.25,0.0,4,14,0,4,1
-0.49,3,6.59,96.88,99.0,7.32,0.29,-0.76,-0.67,0.0,0,14,0,0,1
-0.23,4,0.4,22.298999999999996,0.4,6.02,0.18,-0.44,-0.55,3.0,7,14,0,4,1
-0.26,4,-1.46,32.15,0.1,11.01,0.08,-0.94,-0.85,0.0,0,14,0,0,0
-0.79,3,-0.65,147.5,0.266666667,2.2289999999999965,-0.02,-0.09,-0.07,3.0,0,9,12,0,1
-0.08,4,1.46,41.2,0.3,2.2289999999999965,-0.3,0.05,0.06,4.0,0,14,2,0,0
-0.47,4,5.98,62.54,0.0,11.25,-0.49,-0.89,-0.84,0.0,9,14,2,6,0
-0.95,1,0.0,69.63,0.538461539,3.17,-0.14,-0.31,-0.54,5.5,0,9,0,0,1
-0.43,3,-7.0,147.5,99.0,2.82,0.12,-0.13,-0.11,0.0,0,14,2,0,0
0.54,2,-4.19,34.0,0.111111111,6.99,-0.26,-0.05,-0.52,0.0,9,12,1,6,0
-0.67,3,-0.07,31.48,0.5,4.72,0.24,0.12,-0.02,0.0,0,14,4,0,1
-0.61,4,0.0,147.5,99.0,2.2289999999999965,-0.33,0.01,0.05,0.0,2,14,1,1,0
-0.63,4,-3.62,35.81,99.0,4.71,-0.4,-0.46,-0.96,0.0,9,14,0,6,1
-0.33,3,0.07,22.298999999999996,0.235294118,6.93,-0.46,-0.58,-0.29,2.0,0,12,0,0,1
-0.95,4,0.0,31.89,0.233333333,2.2289999999999965,0.2,0.0,0.03,5.5,0,9,0,0,1
-0.33,4,-6.43,55.56,0.0,6.12,0.19,0.42,0.34,0.0,4,14,0,4,0
-0.15,4,-2.25,50.19,99.0,16.76,0.1,-0.89,-0.7,0.0,0,14,10,0,1
0.87,4,1.28,25.42,0.2,11.26,-0.08,0.85,0.76,0.0,0,14,0,0,0
-0.95,3,0.0,49.33,0.318181818,2.2289999999999965,-0.22,-0.07,-0.06,5.5,1,13,0,1,1
0.87,4,6.59,142.0,0.0,8.6,-0.04,0.8,0.67,0.0,3,14,0,3,0
-0.95,1,0.0,43.83,0.538461539,2.2289999999999965,-0.55,-0.12,-0.1,5.5,0,9,5,0,1
-0.24,4,-6.12,52.5,99.0,12.95,-0.72,-1.02,-1.07,0.0,6,14,0,5,1
-0.26,4,-7.0,23.81,99.0,5.46,-0.35,-0.48,-0.33,0.0,9,14,0,6,0
-0.95,1,0.0,147.5,0.6,2.2289999999999965,0.02,-0.05,-0.04,5.0,0,9,0,0,0
-0.35,4,-0.88,147.5,99.0,15.85,0.59,0.05,0.76,0.0,9,13,12,6,0
0.87,1,4.01,39.14,0.15,15.19,-0.72,0.36,0.27,3.5,0,13,0,0,0
-0.34,4,-2.28,30.3,99.0,5.49,0.45,0.06,0.14,0.0,1,14,12,1,0
-0.19,4,-1.61,37.39,0.0,7.47,0.59,0.15,-0.77,0.0,0,13,0,0,0
0.87,3,-0.17,56.14,0.0,10.2,0.11,0.55,0.33,0.0,4,12,7,0,0
0.36,4,-4.06,22.298999999999996,0.0,6.99,-0.33,0.4,0.38,0.0,0,14,0,0,0
-0.71,1,0.0,24.25,0.0,3.45,-0.24,-0.35,-0.85,0.0,0,14,0,0,1
0.3,4,-0.77,22.298999999999996,99.0,16.46,-0.45,-0.15,-0.11,0.0,0,14,0,0,0
-0.34,4,0.78,30.0,0.333333333,4.43,-0.72,-0.03,0.12,2.0,3,14,0,2,0
-0.76,3,1.15,56.47,1.0,11.51,-0.33,-1.04,-0.79,3.0,2,11,0,1,1
-0.28,4,1.31,23.61,0.5,21.32,0.3,-0.28,0.46,2.0,9,14,0,4,1
-0.01,4,-7.0,53.89,99.0,3.47,-0.26,-0.01,-0.01,0.0,3,14,1,3,0
-0.57,4,-5.3,141.9,99.0,2.36,-0.04,-0.09,-0.19,0.0,0,14,12,0,0
-0.6,3,-1.11,27.32,1.0,9.31,0.59,0.23,0.51,2.0,5,13,6,5,0
-0.02,4,-0.58,84.0,99.0,21.32,-0.44,-1.06,-1.07,0.0,4,14,0,2,0
0.33,2,6.59,47.5,0.0,3.4,0.04,0.02,-0.01,2.0,0,14,0,0,0
0.87,4,-7.0,84.0,0.25,5.65,0.27,0.66,0.54,0.0,1,14,0,1,0
-0.49,3,0.0,22.298999999999996,0.333333333,3.81,0.39,-0.07,-0.06,0.0,0,13,0,0,0
-0.05,4,-1.69,24.64,0.0,11.04,0.59,0.33,0.71,3.0,1,14,0,1,0
-0.95,1,0.0,135.0,0.411764706,5.34,-0.19,-0.96,-0.75,5.5,1,9,0,0,1
-0.65,4,-0.79,28.75,0.0,2.2289999999999965,-0.47,-0.19,-0.14,0.0,0,14,0,0,0
-0.65,2,0.63,72.86,0.714285714,10.23,-0.24,-0.95,-0.99,5.5,0,13,1,0,0
-0.95,1,0.0,147.5,0.583333333,19.21,-0.72,-1.06,-1.07,5.5,0,9,1,0,1
0.87,4,5.28,37.5,0.0,6.17,0.27,0.6,0.46,0.0,2,14,0,1,0
-0.28,4,6.59,126.4,99.0,7.53,-0.13,-0.53,-0.92,0.0,5,14,0,4,0
-0.71,4,0.0,112.2,99.0,3.63,-0.26,-0.3,-0.84,0.0,0,14,0,0,0
0.71,4,-7.0,68.4,0.0,4.39,-0.03,0.39,0.15,0.0,0,14,0,0,0
