s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s7.s5.s4.day.nomou.p4,s8.og.rev.p3,s8.ic.mou.all.p3,target,s7.rev.p2.p6,s7.new.rev.p3.p6,ds.usg.p6,ds.og.usg.p4,s4.day.no.mou.p2,s7.rtd.mou.p3.p6,s7.new.rev.l21.p6,s8.new.rev.p3,s1.loc.og.mou.p1,s7.rtd.mou.l21.p6,s8.rtd.mou.p3,s8.rev.p6,s5.rev.p2,s4.rch.val.gt.30.p2,s4.loc.ins.l14,s4.data.ins.l14,s3.og.rev.all.m2,s3.new.rev.m2
-2.09,0.071428571,9.17,0.5,-0.43,-0.01,1,0.31,0.765,0,0,0,0.765,0.9,-1.04,0.0,0.83,-0.46,0.11,5.6,0.0,11.5,0,4.76,7.21
-0.69,0.75,8.96,0.75,-0.27,-1.04,1,0.14,0.32,0,0,1,0.3,0.64,-0.49,5.2833,0.62,-0.22,-0.04,18.07,0.0,12.0,0,5.86,8.17
-7.960000000000001,0.0,7.73,0.0,0.0,-0.47,0,0.06,0.28,0,0,0,0.3,0.54,0.0,18.2327,0.53,-0.09,-0.43,27.22,0.0,14.0,5,10.49,10.49
-0.86,0.5,2.82,0.0,-0.18,0.28,1,0.03,0.14,0,0,0,0.13,0.47,-0.21,2.7998,0.43,-0.15,-0.26,2.77,0.0,13.0,0,5.4,6.27
6.44,99.0,23.02,0.0,0.83,0.03,0,0.12,0.34,0,0,0,0.46,0.56,0.55,107.0235125,0.6,1.04,-0.555,69.23,2.0,14.0,5,18.26375,27.29875
0.28,0.0,12.06,0.0,0.2,0.06,0,0.22,0.61,0,0,0,0.6,0.79,0.26,25.4994,0.76,0.16,0.17,34.54,0.0,14.0,5,5.27,9.56
0.0,0.35,11.38,0.55,-0.66,-0.6,1,0.0,0.54,0,0,1,0.47,0.65,-1.48,0.0,0.57,-0.53,-0.14,0.0,0.0,14.0,3,3.72,8.74
6.44,0.277777778,3.91,0.444444444,0.25,-0.15,0,-0.07,0.18,0,0,2,0.18,0.21,0.25,12.5499,0.21,0.21,-0.3,0.28,1.0,14.0,0,4.85,4.85
0.0,99.0,26.005000000000003,0.0,0.1,-0.24,1,0.12,0.44,0,0,0,0.34,0.52,-1.52,105.4161,0.54,0.28,-0.07,14.57,0.0,14.0,0,5.09,27.29875
-7.960000000000001,0.2,24.5,0.6,-1.125,0.0,0,0.16,0.55,0,0,0,0.42,0.69,-1.52,3.1166,0.47,-0.13,0.17,34.18,1.0,11.5,0,18.26375,24.0
6.44,1.0,26.005000000000003,1.0,-0.04,-0.76,0,0.17,0.41,0,0,1,0.38,0.6,-0.39,107.0235125,0.62,-0.27,-0.19,75.53125,2.5,12.0,0,16.54,19.66
0.0,99.0,11.57,0.0,-0.11,0.55,0,0.13,0.38,0,0,0,0.47,0.61,-0.28,52.433,0.6,-0.09,0.0,6.24,0.0,14.0,0,2.86,14.62
0.0,0.083333333,24.34,0.833333333,0.86,0.96,1,0.17,0.34,0,0,0,0.35,0.39,0.53,107.0235125,0.48,1.175,-0.1,18.86,0.0,11.5,0,5.43,27.29875
-0.47,99.0,14.31,0.0,0.995,-0.22,0,0.27,0.34,0,0,0,0.32,0.41,1.36,74.2495,0.42,0.83,-0.36,46.57,1.0,14.0,0,17.59,25.79
-0.16,99.0,8.0,0.0,-0.51,-0.04,0,0.14,0.41,0,0,0,0.41,0.62,-0.46,12.2997,0.63,-0.43,0.03,14.87,0.0,14.0,0,7.58,7.95
-0.28,1.0,3.92,0.0,-0.09,-0.2,0,0.05,0.23,0,0,0,0.46,0.45,-0.01,12.3162,0.59,-0.9,0.26,20.3,0.0,13.0,5,3.29,6.69
6.2,0.333333333,2.97,0.333333333,0.24,0.57,0,0.18,0.28,0,0,0,0.24,0.45,0.29,11.8998,0.39,0.19,-0.07,8.87,1.0,14.0,0,3.1,3.06
-0.31,0.5,4.25,0.0,-0.16,-1.04,0,0.09,0.14,0,0,0,0.12,0.32,-0.01,3.9,0.34,-0.14,-0.4,19.92,0.0,14.0,2,7.36,12.15
0.42,0.375,3.62,0.5,0.01,0.47,1,0.12,0.42,0,0,1,0.41,0.56,0.04,8.4831,0.54,0.01,0.02,10.01,0.0,14.0,1,2.77,2.97
-1.71,1.0,13.6,1.0,-1.125,-0.49,1,0.07,0.26,0,0,1,0.25,0.43,-1.52,0.0,0.42,-1.3450000000000002,-0.555,28.79,0.0,11.5,0,11.15,17.81
0.0,0.666666667,0.61,0.666666667,-0.06,-0.02,1,0.0,0.0049999999999999,0,0,1,0.28,0.52,-0.06,98.6332,0.53,-1.3450000000000002,-0.555,0.56,0.0,13.0,0,10.33,27.29875
-2.95,0.0,4.53,0.0,-0.61,0.2,1,0.06,0.22,0,0,0,0.28,0.43,-0.61,2.3832,0.53,-1.25,-0.19,7.85,0.0,11.5,0,9.12,13.61
-1.85,0.2,15.23,0.3,0.01,0.15,0,0.14,0.46,0,0,0,0.46,0.67,-0.36,9.2164,0.67,0.0,0.14,19.69,0.0,13.0,4,6.71,13.77
-1.65,0.176470588,9.37,0.411764706,0.27,-0.1,1,0.14,0.17,0,0,1,0.04,0.53,0.38,3.5166,0.81,0.22,-0.26,25.47,1.0,11.5,0,13.05,18.19
-0.36,0.083333333,11.94,0.416666667,-0.49,-0.24,1,0.19,0.57,0,0,0,0.68,0.64,-0.44,24.4161,0.74,-0.41,0.0,25.14,0.0,13.0,3,5.73,10.87
0.0,0.6,7.82,0.6,-0.9,-0.28,1,0.0,0.37,0,0,1,0.5,0.63,-1.01,0.0833,0.68,-0.74,0.06,1.3,0.0,13.0,5,5.8,8.7
3.12,0.833333333,7.55,0.666666667,-0.1,-1.04,0,0.12,0.27,0,0,1,0.18,0.47,-0.04,0.0,0.36,-0.22,-0.22,24.4,1.0,11.5,0,4.47,5.64
6.44,99.0,13.42,0.0,-0.54,0.06,0,0.12,0.38,0,0,0,0.37,0.58,-1.0,55.4997,0.58,-0.32,-0.06,24.22,1.0,14.0,0,8.89,11.7
-7.960000000000001,0.0,8.26,0.0,0.26,0.1,0,0.19,0.34,0,0,0,0.55,0.5,0.26,55.7997,0.62,0.5,0.29,23.18,0.0,14.0,0,18.26375,19.2
3.37,0.235294118,6.52,0.529411765,-0.6,-0.52,0,0.05,0.765,0,0,2,0.765,0.84,-0.57,0.0,0.82,-0.31,0.21,3.6,0.0,11.5,5,4.84,4.84
-5.95,99.0,9.16,0.0,-0.47,-0.1,0,0.18,0.39,0,0,0,0.43,0.56,-0.49,107.0235125,0.59,-0.77,0.09,30.27,1.0,14.0,0,10.29,14.08
0.18,99.0,26.005000000000003,0.0,0.28,-1.04,0,0.34,0.67,0,0,0,0.66,0.8,-1.1,107.0235125,0.76,1.175,0.525,75.53125,2.0,14.0,5,7.84,24.6
-0.82,0.5,3.64,0.333333333,-0.19,0.05,1,0.06,0.22,0,0,1,0.23,0.36,-0.32,7.2332,0.35,-0.15,-0.25,4.82,0.0,12.0,0,4.62,8.65
1.07,0.4,5.13,0.4,-0.04,-0.11,0,0.29,0.55,0,0,1,0.57,0.72,0.03,18.6831,0.78,-0.53,0.05,18.35,0.0,14.0,0,2.31,3.69
2.75,0.0,22.26,0.0,-0.39,-1.04,0,0.22,0.61,0,0,0,0.52,0.72,-0.37,3.0832,0.67,-0.22,0.31,47.55,2.0,11.5,0,9.7,15.85
-7.960000000000001,0.5,18.49,0.0,0.3,-0.36,0,0.23,0.49,0,0,0,0.48,0.6,0.39,37.4831,0.64,-0.6,0.31,47.25,1.0,13.0,0,13.34,14.84
0.0,0.0,14.66,1.0,-0.57,-0.7,0,0.05,0.61,0,0,0,0.68,0.83,-1.52,12.333,0.86,-1.16,0.0,1.84,0.0,14.0,1,4.26,10.72
-4.65,99.0,2.19,0.0,-0.13,-0.27,0,0.09,0.3,0,0,0,0.33,0.51,-0.13,37.1492,0.58,-0.2,-0.35,8.45,0.0,14.0,5,4.89,8.59
1.11,0.0,2.9,0.0,-0.09,0.05,0,0.16,0.26,0,0,0,0.42,0.33,-0.07,18.7494,0.55,-0.34,-0.18,6.75,1.0,14.0,0,4.27,8.25
-4.82,0.1,6.88,0.4,0.54,-0.81,0,0.28,0.31,0,0,0,0.21,0.39,0.54,18.4664,0.33,0.45,-0.06,12.01,0.0,14.0,0,4.64,11.08
-7.960000000000001,99.0,26.005000000000003,0.0,-0.01,-0.1,0,0.28,0.43,0,0,0,0.37,0.5,1.36,27.0329,0.49,-0.42,-0.21,75.53125,2.0,14.0,0,14.13,27.29875
0.0,99.0,2.19,0.0,-0.26,-0.91,1,0.07,0.12,0,0,0,0.29,0.5,-0.26,47.3162,0.5,-0.75,-0.29,7.4,0.0,14.0,0,2.93,27.29875
6.44,99.0,26.005000000000003,0.0,-0.42,0.35,0,0.19,0.44,0,0,0,0.38,0.55,-0.4,107.0235125,0.53,-0.35,0.36,75.53125,2.5,14.0,0,18.26375,27.29875
-7.960000000000001,99.0,17.91,0.0,-0.33,-0.33,0,0.15,0.43,0,0,0,0.43,0.56,-1.07,52.833,0.56,-0.27,0.0,60.0,1.0,14.0,0,11.6,15.94
-3.07,0.125,5.05,0.375,0.31,0.03,0,0.44,0.42,0,0,0,0.42,0.51,0.3,13.1164,0.51,0.26,0.05,17.11,0.0,13.0,0,3.62,3.58
-0.18,99.0,8.34,0.0,0.66,0.22,0,0.23,0.41,0,0,0,0.42,0.55,0.69,79.1328,0.56,0.55,0.05,31.65,2.0,14.0,0,10.6,10.53
0.54,0.545454546,11.06,1.0,-1.125,-0.15,1,0.0,0.1,0,0,1,0.11,0.28,-1.52,4.1833,0.32,-1.2,-0.555,4.99,0.0,11.5,3,14.42,18.14
0.0,0.304347826,0.0,1.0,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.36,0.0,0.0,11.5,0,6.45,8.1
0.48,0.153846154,15.73,0.461538462,-0.32,-0.11,0,0.37,0.74,0,0,1,0.765,0.8,-0.31,32.133,0.84,-0.27,0.34,33.5,1.0,11.5,1,6.76,10.26
-7.42,0.0,4.57,0.727272727,0.55,-0.04,0,0.42,0.49,0,0,0,0.5,0.73,0.55,25.7997,0.75,0.47,0.1,16.88,0.0,14.0,1,5.02,5.01
1.16,0.0,6.91,1.0,-0.15,0.5,0,0.21,0.58,0,0,0,0.73,0.7,0.49,35.5829,0.92,-0.24,0.24,24.87,0.0,14.0,2,3.01,6.78
-0.5,0.333333333,1.53,0.333333333,-0.12,-0.1,0,0.05,0.24,0,0,0,0.28,0.68,-0.12,1.5832,0.64,-0.1,-0.01,1.21,0.0,14.0,0,2.48,3.56
4.86,0.25,1.44,0.25,-0.06,-0.22,0,-0.04,0.19,0,0,0,0.17,0.42,-0.04,3.7666,0.43,-0.05,-0.11,3.2,1.0,13.0,0,5.78,5.71
0.0,0.0,1.33,0.4,0.04,0.53,1,0.21,0.23,0,0,0,0.53,0.36,0.04,51.2663,0.81,0.29,0.04,4.44,0.0,13.0,0,1.27,9.6
-0.23,1.0,5.57,1.0,-1.03,-0.23,0,0.03,0.36,0,0,1,0.38,0.55,-1.05,0.4,0.57,-0.86,-0.11,4.34,0.0,14.0,0,4.0,4.42
-0.43,0.0,26.005000000000003,0.0,0.995,0.35,0,0.4649999999999999,0.69,0,0,0,0.5,0.75,1.36,107.0235125,0.53,1.175,0.525,75.53125,2.5,14.0,5,12.91,17.19
6.11,0.0,18.24,0.4,-0.39,-0.52,0,0.3,0.61,0,0,0,0.62,0.78,-0.48,26.1831,0.79,-0.33,0.25,54.9,1.0,14.0,0,12.08,13.12
0.0,1.0,3.41,0.6,-0.39,0.15,1,0.01,0.12,0,0,2,0.24,0.21,-0.39,2.35,0.41,-1.11,-0.22,1.2,0.0,13.0,0,3.78,27.29875
-3.4,0.263157895,4.68,0.315789474,0.21,-0.13,0,0.17,0.2,0,0,1,0.18,0.2,0.13,1.1833,0.19,0.16,-0.25,17.33,0.0,11.5,0,10.45,10.42
0.0,0.0,26.005000000000003,0.0,0.12,-0.68,0,0.21,0.45,0,0,0,0.34,0.5,-0.59,107.0235125,0.51,0.6,-0.06,72.13,1.0,14.0,0,4.32,27.29875
2.89,0.333333333,7.72,0.555555556,-0.01,-0.27,0,0.34,0.39,0,0,1,0.28,0.39,0.26,2.5332,0.29,-0.01,-0.01,29.54,1.0,13.0,0,3.04,6.1
-0.01,0.318181818,3.81,0.5,-0.01,-0.65,1,0.0,0.14,0,0,1,0.0049999999999999,0.175,-0.27,0.0,0.175,0.0,-0.06,0.04,0.0,11.5,1,6.95,7.21
-0.07,99.0,0.16,0.0,0.0,-0.12,0,-0.1349999999999999,0.65,0,0,0,0.3,0.65,0.0,35.5998,0.41,-0.6,0.01,0.4,0.0,14.0,1,0.14,0.14
-3.03,0.0,15.21,0.0,-1.125,-0.39,1,0.08,0.38,0,0,0,0.33,0.57,-0.97,37.9331,0.55,-1.3450000000000002,-0.15,9.51,2.0,14.0,0,10.84,13.16
0.0,0.466666667,7.4,0.8,-0.81,-1.04,1,0.0,0.34,0,0,1,0.4,0.68,-0.81,0.0,0.76,-0.68,-0.555,0.0,0.0,11.5,2,6.44,6.56
1.42,99.0,6.5,0.0,0.15,-0.33,0,0.21,0.43,0,0,0,0.42,0.63,0.44,59.0828,0.57,0.0,0.19,22.66,0.0,14.0,0,5.21,6.32
-7.960000000000001,99.0,13.3,0.0,0.31,-0.4,1,0.16,0.3,0,0,0,0.33,0.4,0.37,41.233,0.44,0.26,-0.55,45.75,1.0,14.0,2,8.41,14.08
1.42,99.0,7.26,0.0,-0.1,-0.33,0,0.18,0.45,0,0,0,0.45,0.58,-0.23,28.5995,0.59,-0.09,0.04,20.86,2.0,14.0,0,6.23,7.71
-0.32,0.0,8.19,0.0,0.99,0.78,0,0.4,0.41,0,0,0,0.44,0.51,0.98,107.0235125,0.55,1.175,0.45,75.53125,2.0,14.0,3,6.32,9.17
1.11,0.0,5.38,0.5,0.63,-0.54,0,0.11,0.54,0,0,0,0.55,0.62,0.62,30.4331,0.63,0.53,0.17,20.68,1.0,14.0,5,3.96,4.39
3.47,99.0,8.72,0.0,-0.16,-0.55,0,0.21,0.47,0,0,0,0.4,0.6,-0.02,81.266,0.55,-0.17,0.09,24.91,2.0,14.0,0,7.58,7.74
0.0,0.233333333,0.0,1.0,0.0,-0.17,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.35,0.0,0.0,11.5,1,7.53,8.66
6.44,0.0,24.13,0.0,-1.125,0.57,0,0.06,0.35,0,0,0,0.36,0.44,-1.52,5.1832,0.47,-1.06,-0.42,26.81,1.0,13.0,0,18.26375,23.44
-4.14,99.0,5.33,0.0,-0.04,-0.25,1,0.08,0.21,0,0,0,0.21,0.28,-0.04,15.9664,0.28,-0.04,-0.52,6.01,0.0,14.0,0,9.56,9.56
6.44,0.0,7.5,0.0,0.12,0.77,0,0.4649999999999999,0.47,0,0,0,0.51,0.56,0.12,5.5996,0.6,0.12,0.525,75.53125,1.0,14.0,5,5.95,6.28
-0.59,0.75,3.44,0.75,-0.31,-0.74,1,0.03,0.15,0,0,1,0.14,0.31,-0.36,0.7999,0.38,-0.23,-0.41,5.62,0.0,11.5,0,9.53,10.78
6.44,0.0,12.62,0.0,-0.14,-0.1,1,0.14,0.5,0,0,0,0.5,0.57,-0.07,46.5497,0.57,-0.12,0.34,25.41,2.0,14.0,5,14.51,14.63
-0.78,0.111111111,2.67,0.444444444,0.01,0.25,0,0.18,0.26,0,0,0,0.25,0.39,-0.17,9.5495,0.36,0.01,-0.05,20.4,1.0,13.0,5,4.01,5.07
-5.65,0.5,6.76,0.0,-0.64,-0.11,1,0.18,0.48,0,0,0,0.48,0.66,-0.58,14.2166,0.68,-0.52,0.08,12.44,1.0,13.0,0,6.32,6.46
5.7,0.0,3.33,1.0,0.18,-0.02,0,0.14,0.27,0,0,0,0.26,0.48,0.22,11.8663,0.5,0.15,-0.04,4.78,1.0,14.0,0,3.68,4.12
0.0,0.0,9.02,0.0,0.23,-0.2,1,0.35,0.41,0,0,0,0.34,0.5,-0.56,102.6496,0.5,1.175,0.03,5.64,0.0,14.0,0,1.95,8.87
-6.39,1.0,5.63,0.0,0.3,0.18,0,0.17,0.32,0,0,0,0.32,0.46,0.27,29.4163,0.46,0.25,-0.12,18.83,0.0,13.0,0,6.95,7.23
0.9,1.0,8.96,0.0,-0.18,0.73,0,0.14,0.45,0,0,0,0.38,0.56,-0.02,19.8162,0.5,-0.15,0.01,22.35,0.0,13.0,0,5.54,7.37
0.7,0.0,13.77,0.0,0.17,-0.13,0,0.23,0.4,0,0,0,0.38,0.55,0.27,91.9161,0.56,0.46,0.26,33.27,2.0,14.0,5,3.69,12.66
4.15,0.0,7.03,1.0,-0.41,-0.82,0,0.12,0.43,0,0,0,0.43,0.52,-0.34,7.1997,0.56,-0.34,-0.16,14.62,1.0,14.0,1,4.99,6.84
0.0,0.388888889,3.08,0.611111111,-0.21,-0.68,0,0.0,0.13,0,0,1,0.12,0.32,-0.32,0.0,0.25,-0.15,-0.17,0.0,0.0,11.5,0,3.48,7.14
0.42,1.0,26.005000000000003,0.0,0.4,0.82,1,0.13,0.38,0,0,0,0.32,0.52,0.56,107.0235125,0.51,1.175,-0.24,35.0,1.0,14.0,5,6.07,26.56
-0.66,99.0,14.65,0.0,-0.19,0.07,0,0.26,0.56,0,0,0,0.41,0.68,-0.72,88.4162,0.55,0.1,0.18,21.46,1.0,14.0,0,5.88,12.11
6.44,0.142857143,5.55,0.285714286,-0.46,-0.57,1,-0.07,0.25,0,0,0,0.25,0.44,-0.52,23.0496,0.43,-0.64,-0.41,10.25,1.0,14.0,4,8.71,8.81
-5.0,0.333333333,4.54,0.666666667,0.18,-0.37,0,0.24,0.24,0,0,0,0.27,0.38,0.16,9.1996,0.43,0.15,-0.1,16.99,0.0,14.0,0,6.35,9.95
1.65,99.0,10.23,0.0,0.03,0.36,0,0.24,0.48,0,0,0,0.31,0.59,0.46,63.883,0.46,-0.13,0.13,37.34,2.0,14.0,1,8.97,9.37
1.17,0.375,4.7,0.5,-0.34,-0.56,0,-0.03,0.19,0,0,1,0.22,0.42,-0.34,6.1665,0.42,-0.28,-0.21,3.92,0.0,13.0,0,6.25,6.73
0.0,0.315789474,12.5,0.421052632,-0.42,-0.44,0,0.4649999999999999,0.35,0,0,1,0.41,0.64,-1.43,0.0,0.61,-1.27,0.5,75.53125,1.0,11.5,5,6.05,15.03
-7.960000000000001,99.0,7.5,0.0,-0.73,0.37,0,0.13,0.4,0,0,0,0.4,0.6,-0.67,41.2324,0.59,-0.89,-0.02,32.38,1.0,14.0,3,7.45,7.69
3.38,0.5,9.47,0.0,-0.94,-0.22,1,0.11,0.44,0,0,0,0.43,0.56,-1.09,20.6164,0.56,-0.78,-0.08,14.59,2.0,14.0,0,7.23,8.11
0.0,99.0,12.74,0.0,-0.03,0.02,0,0.25,0.33,0,0,0,0.38,0.63,0.48,30.7495,0.6,0.09,0.01,18.22,1.0,14.0,0,1.83,11.39
-1.71,0.5,7.9,0.0,-0.6,-0.4,0,0.22,0.38,0,0,0,0.4,0.6,-0.17,16.4662,0.69,-0.43,-0.02,43.15,1.0,14.0,5,5.56,8.68
-0.01,0.277777778,4.12,0.555555556,0.08,0.05,0,0.09,0.09,0,0,2,0.05,0.24,0.23,15.9997,0.2,0.07,-0.16,16.47,0.0,14.0,0,8.34,13.86
-0.06,0.714285714,14.71,0.714285714,-0.91,-0.51,1,0.04,0.27,0,0,1,0.25,0.57,-1.31,0.5,0.58,-0.75,-0.555,31.6,1.0,13.0,0,9.93,12.98
4.63,0.0,8.58,0.0,-0.03,-0.01,0,0.19,0.39,0,0,0,0.4,0.52,0.0,51.5495,0.51,-0.02,-0.12,31.68,2.0,14.0,0,9.95,10.22
-0.48,99.0,5.68,0.0,0.49,-0.24,0,0.18,0.27,0,0,0,0.35,0.42,0.49,61.5828,0.56,0.9,-0.1,19.54,1.0,14.0,0,9.56,12.76
-2.52,0.5,2.61,0.0,-0.31,0.03,0,0.22,0.45,0,0,0,0.45,0.52,-0.34,7.2998,0.51,-0.23,0.03,6.92,0.0,14.0,0,2.8,2.87
-0.29,0.375,2.12,0.375,-0.39,-0.32,1,0.09,0.43,0,0,1,0.52,0.61,-0.39,0.2666,0.75,-0.33,0.03,5.05,0.0,11.5,0,2.28,3.41
6.44,99.0,7.19,0.0,0.1,0.05,0,0.12,0.31,0,0,0,0.31,0.5,0.13,25.7163,0.51,0.08,-0.08,11.52,1.0,14.0,0,9.07,9.17
3.3,99.0,11.79,0.0,-0.03,-0.71,0,0.21,0.46,0,0,0,0.43,0.55,0.25,23.9996,0.53,-1.31,-0.555,75.53125,2.0,14.0,5,12.0,13.91
0.0,0.35,5.77,0.5,-0.52,-1.04,1,0.0,0.27,0,0,1,0.33,0.49,-0.74,0.0,0.5,-0.48,-0.13,0.0,0.0,11.5,0,4.56,8.76
-7.960000000000001,99.0,11.28,0.0,0.995,-0.17,1,0.1,0.26,0,0,0,0.41,0.44,1.27,107.0235125,0.55,1.175,-0.555,47.01,0.0,14.0,5,18.26375,18.58
-1.54,1.0,15.18,0.666666667,-1.125,-1.04,0,0.17,0.29,0,0,1,0.26,0.35,-1.52,0.8166,0.32,-1.31,-0.555,75.53125,1.0,14.0,5,16.15,16.75
-2.01,0.0,3.51,0.5,-0.18,-0.61,0,0.11,0.19,0,0,0,0.29,0.33,-0.14,11.9995,0.49,-0.35,-0.18,11.1,1.0,14.0,0,8.69,12.24
-2.37,99.0,6.48,0.0,-0.02,0.06,0,0.17,0.39,0,0,0,0.44,0.55,-0.1,53.3491,0.6,-0.27,-0.09,54.44,2.0,14.0,5,5.75,7.22
0.87,0.0,3.21,0.0,0.13,0.06,0,0.14,0.21,0,0,0,0.22,0.42,0.11,10.4832,0.44,0.11,-0.02,10.16,0.0,13.0,0,6.32,7.43
-2.73,1.0,4.45,0.0,-0.51,-0.43,1,0.04,0.25,0,0,0,0.27,0.4,-0.51,9.1666,0.51,-1.3450000000000002,-0.555,11.36,0.0,13.0,5,5.73,16.84
-0.17,99.0,13.89,0.0,-0.59,-0.19,0,0.19,0.61,0,0,0,0.49,0.66,-1.2,18.6495,0.55,-0.5,0.14,22.4,0.0,14.0,0,6.02,10.61
-1.12,0.25,4.58,0.75,0.32,0.48,0,0.18,0.21,0,0,0,0.24,0.35,0.46,19.533,0.36,0.27,-0.23,10.68,1.0,14.0,1,5.12,8.59
-0.08,0.263157895,3.72,0.631578947,0.05,-0.18,0,0.18,0.13,0,0,1,0.03,0.35,0.2,3.3998,0.36,0.04,-0.08,14.28,0.0,14.0,0,4.3,5.15
5.28,0.5,4.41,0.0,-0.34,-1.04,0,-0.1349999999999999,0.26,0,0,0,0.35,0.41,-0.34,7.4832,0.38,-0.28,-0.37,0.96,0.0,13.0,0,4.77,5.94
0.37,0.25,9.43,0.333333333,-0.17,0.01,1,0.12,0.22,0,0,1,0.1,0.33,-0.17,8.3996,0.21,-0.14,-0.33,20.89,0.0,14.0,0,6.92,13.37
6.44,99.0,13.87,0.0,0.27,0.07,0,0.19,0.44,0,0,0,0.41,0.65,0.27,0.0,0.63,0.49,0.24,34.0,2.5,14.0,0,11.41,12.44
-3.87,0.166666667,9.48,0.0,-0.62,-0.23,0,0.09,0.47,0,0,0,0.45,0.76,-0.62,7.6164,0.69,-0.49,-0.18,7.62,0.0,13.0,5,9.38,9.38
-7.960000000000001,0.0,12.23,0.0,0.9,-0.81,0,0.3,0.36,0,0,0,0.39,0.49,0.9,28.1329,0.47,0.75,-0.07,42.34,0.0,13.0,0,10.77,11.53
0.0,0.304347826,1.26,0.391304348,-0.08,-0.21,1,0.0,0.1,0,0,1,0.05,0.35,-0.08,0.0,0.31,-0.26,-0.03,0.0,0.0,11.5,0,2.82,4.99
-2.92,0.0,16.22,0.0,-0.34,-0.54,1,0.18,0.4,0,0,0,0.38,0.58,-0.83,3.4497,0.6,-0.31,-0.25,53.95,2.0,14.0,1,8.51,11.66
-0.02,0.333333333,17.64,0.333333333,0.74,-0.36,1,0.19,0.4,0,0,1,0.43,0.68,0.53,33.7497,0.68,0.27,0.13,28.79,1.0,13.0,1,6.25,17.49
0.95,1.0,11.85,0.0,0.22,0.1,0,0.22,0.4,0,0,0,0.39,0.57,-0.44,30.3163,0.58,0.19,0.05,40.44,2.0,14.0,0,6.68,12.68
0.0,0.285714286,3.47,0.428571429,0.02,-0.19,1,0.1,0.13,0,0,1,0.09,0.18,0.05,3.6832,0.175,0.02,-0.15,8.37,0.0,13.0,0,4.27,6.3
-0.31,0.0,26.005000000000003,0.0,-1.125,-1.04,1,0.12,0.62,0,0,0,0.66,0.74,-1.52,52.8164,0.79,-1.3450000000000002,0.26,16.01,1.0,14.0,0,13.69,22.78
0.29,0.333333333,8.66,0.333333333,0.07,0.96,0,0.16,0.21,0,0,1,0.16,0.5,0.27,2.7665,0.34,-0.2,-0.1,23.33,0.0,11.5,4,10.53,11.53
-3.36,0.363636364,4.34,0.272727273,0.05,-0.25,1,0.15,0.26,0,0,1,0.28,0.41,0.04,10.7999,0.43,0.04,-0.17,12.99,0.0,11.5,0,7.33,7.61
-4.14,0.0,12.63,0.0,-0.43,-0.02,0,0.12,0.55,0,0,0,0.56,0.72,-0.54,14.5496,0.7,-0.43,0.1,15.99,0.0,14.0,0,6.4,10.39
6.44,99.0,7.86,0.0,0.08,-0.21,0,0.04,0.56,0,0,0,0.56,0.78,0.08,34.9997,0.78,0.07,0.12,14.11,1.0,14.0,5,9.23,9.23
0.0,0.269230769,0.0,1.0,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.27,0.0,0.0,11.5,5,5.43,9.46
0.0,0.333333333,0.0,1.0,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.555,0.0,0.0,11.5,0,18.26375,27.29875
-5.18,99.0,10.0,0.0,0.59,0.14,0,0.38,0.56,0,0,0,0.44,0.7,1.03,52.8329,0.68,-0.46,0.36,39.03,2.5,14.0,5,2.96,6.8
0.0,99.0,17.12,0.0,-0.05,0.96,0,0.1,0.36,0,0,0,0.37,0.44,-0.72,47.7327,0.54,0.03,-0.05,18.35,1.0,14.0,5,3.19,17.34
-2.17,99.0,10.14,0.0,0.34,-0.09,0,0.24,0.5,0,0,0,0.52,0.66,0.32,12.4664,0.67,0.67,0.39,75.53125,2.0,14.0,5,5.81,5.95
-3.89,0.625,9.78,0.625,-0.32,0.13,1,0.25,0.56,0,0,1,0.58,0.64,-0.37,0.0,0.67,-0.27,0.09,36.32,0.0,12.0,0,3.88,4.16
5.92,99.0,8.26,0.0,-0.4,-0.16,0,0.21,0.49,0,0,0,0.51,0.62,-0.24,16.5163,0.71,-0.67,0.02,16.79,1.0,14.0,2,3.17,5.4
6.44,0.0,9.65,0.0,0.06,0.61,0,0.26,0.5,0,0,0,0.37,0.72,0.1,0.9,0.56,0.21,0.34,75.53125,1.0,11.5,0,11.4,11.4
-4.55,99.0,7.27,0.0,0.08,-1.0,0,0.27,0.55,0,0,0,0.45,0.62,-0.2,34.4662,0.55,0.28,0.04,17.54,0.0,14.0,0,2.31,4.94
2.66,0.5,9.47,0.0,-0.78,-0.08,1,0.11,0.37,0,0,0,0.34,0.47,-1.01,14.583,0.43,-0.4,-0.07,16.55,1.0,14.0,0,9.57,10.17
-5.07,99.0,12.41,0.0,0.995,0.37,0,0.29,0.46,0,0,0,0.46,0.56,1.36,107.0235125,0.57,0.93,0.13,58.43,1.0,14.0,2,16.53,21.01
