s6.new.rev.p2.m2,s2.rch.val.p6,s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s8.ic.mou.all.p3,s6.rtd.mou.p2.m2,s1.og.hom.mou.p1,ds.usg.p6,ds.og.usg.p4,s3.new.rev.p1,s2.s4.day.no.mou.p2,s8.new.rev.p3,s4.low.blnc.ins.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s7.rtd.mou.m1.m2,s4.rch.val.gt.30.p2,s4.data.ins.l14,s4.std.ic.ins.l14,target
-0.06,103.33,2.54,99.0,0.14,0.11,57.1497,0.0,0.0,8.77,0.0,0.56,0.0,0.53,0.0,0.880233624,1.0,0.0,0.0,0
0.92,42.5,-0.16,0.0,-0.14,0.95,20.1998,0.0,0.0,6.73,0.0,0.28,2.0,0.25,0.0,0.901970679,1.0,0.0,0.0,0
-0.8,98.0,-0.58,1.0,-0.07,-0.77,4.0998,0.0,0.0,1.26,0.0,0.01,0.0,-0.05,0.0,1.286262672,0.0,0.0,0.0,1
-0.06,55.5,-4.49,0.0,0.36,0.41,21.2497,0.0,0.0,2.22,0.0,-0.44,0.0,0.28,0.0,1.151037796,0.0,0.0,5.0,0
0.07,32.6,0.69,99.0,0.31,0.14,32.4996,0.0,0.0,12.99,0.0,-0.24,2.0,-0.41,0.0,1.017179684,1.0,0.0,0.0,0
-0.1,17.69,0.78,0.307692308,0.37,-0.23,18.2832,0.0,0.0,13.11,4.0,0.76,11.0,0.29,4.5,0.555395951,0.0,1.0,0.0,1
-0.54,55.83,1.45,0.5,-0.23,-0.51,9.9497,0.0,0.0,2.49,0.0,-1.03,1.0,-0.83,0.0,0.473420498,1.0,0.0,0.0,1
-0.27,19.21,1.59,99.0,0.38,-0.39,19.4998,0.0,0.0,2.66,0.0,-0.01,1.0,-0.02,0.0,1.224714991,0.0,1.0,1.0,0
-0.08,150.0,3.4,99.0,-0.09,-0.08,48.4832,0.0,0.0,11.71,0.0,-0.53,0.0,-0.44,0.0,0.812584183,1.0,0.0,0.0,0
-0.02,32.5,0.31,0.444444444,-0.09,-0.45,8.2832,0.0,0.0,10.4,4.0,0.39,12.0,0.05,4.0,0.706973639,0.0,0.0,0.0,0
-0.47,47.2,-0.26,0.142857143,0.11,-0.28,7.3665,0.0,0.0,1.27,0.0,-0.44,3.0,-0.71,0.0,0.116298736,0.0,0.0,0.0,1
0.97,14.46,0.56,0.2,0.19,0.51,93.7498,0.0,0.0,16.86,0.0,1.3,14.0,1.01,0.0,0.622266464,0.0,0.0,0.0,0
0.09,60.0,4.69,99.0,0.49,0.1,26.2331,0.0,0.0,2.53,0.0,0.02,0.0,0.03,0.0,2.040600357,1.0,0.0,0.0,0
-0.11,60.0,-3.37,0.333333333,0.05,-0.32,11.6331,0.0,0.0,1.55,0.0,0.18,7.0,0.11,2.0,0.287023088,1.0,0.0,1.0,0
0.35,40.6,-3.97,99.0,-0.37,-0.01,68.1997,0.0,0.0,9.57,0.0,-0.22,3.0,-0.75,0.0,0.583344012,2.0,0.0,0.0,0
0.16,72.5,0.62,99.0,0.54,0.06,66.5498,0.0,0.0,16.54,0.0,0.95,4.0,0.57,0.0,1.157135966,2.0,0.0,0.0,0
-0.75,36.8,-1.34,0.666666667,0.21,-0.54,3.9166,0.0,0.0,0.74,0.0,-0.18,0.0,-0.28,0.0,0.766674119,0.0,0.0,0.0,0
-0.61,39.5,0.68,99.0,-0.13,-0.5,19.983,0.0,0.0,1.6,0.0,-0.31,1.0,-0.62,0.0,0.618393467,0.0,1.0,2.0,0
-0.17,106.43,5.07,0.0,0.59,0.0,57.3331,0.0,0.0,5.12,0.0,-1.29,2.0,-0.73,0.0,0.796797523,1.0,1.0,2.0,0
-0.08,25.5,5.57,0.0,0.84,-0.54,10.9997,0.0,0.0,5.51,0.0,0.1,6.0,0.0,0.0,0.407929347,1.0,0.0,1.0,0
0.71,13.33,0.0,0.136363636,0.17,0.64,25.8998,0.0,0.0,6.87,0.0,0.7,12.0,0.48,4.0,1.279286978,0.0,1.0,0.0,0
-0.07,70.0,-2.09,1.0,0.26,-0.02,9.0331,0.0,0.0,2.45,0.0,0.19,0.0,0.16,0.0,0.94628308,0.0,0.0,0.0,0
-0.52,72.5,-2.03,0.142857143,0.01,-0.49,5.7665,0.0,0.0,1.18,0.0,0.16,0.0,0.13,2.5,1.309958759,0.0,0.0,1.0,0
-1.0,0.0,0.0,0.0,-0.15,0.06,15.5831,0.0,0.0,0.0,0.0,-0.01,15.0,-0.07,0.0,0.666280576,0.0,0.0,0.0,1
-0.37,14.64,-0.5,99.0,0.09,-0.52,21.0664,0.0,0.0,5.27,0.0,0.14,4.0,-0.12,0.0,0.820929466,0.0,1.0,2.0,0
-0.89,26.0,0.0,0.0,-0.03,-0.36,2.1165,0.0,0.0,0.13,0.0,-0.23,10.0,-0.12,0.0,0.19656629,0.0,0.0,0.0,1
0.41,50.83,-2.01,0.0,0.49,0.4,17.7999,0.0,0.0,3.92,0.0,-0.16,0.0,-0.14,0.0,0.426255734,1.0,0.0,0.0,0
-0.12,82.86,3.51,99.0,0.09,-0.32,23.7331,0.0,0.0,6.68,0.0,-0.32,2.0,-0.51,0.0,0.414910885,2.0,0.0,1.0,1
-0.28,130.0,-4.4,0.0,-0.08,-0.26,8.4165,0.0,0.0,2.26,0.0,-0.43,0.0,-0.36,0.0,0.429732377,0.0,0.0,0.0,0
-0.14,51.5,5.38,0.0,0.02,0.24,12.6831,0.0,0.0,1.79,0.0,-0.3,0.0,-0.04,0.0,1.282497705,1.0,1.0,0.0,0
-0.52,68.8,-4.83,99.0,0.21,0.21,19.983,0.0,0.0,4.61,0.0,-0.39,1.0,0.5,0.0,0.803146188,0.0,0.0,0.0,1
-0.32,46.0,2.2,99.0,0.03,-0.1,29.4831,0.0,0.0,2.79,0.0,-0.21,0.0,-0.41,0.0,0.861631278,1.0,0.0,0.0,0
0.01,50.0,-1.03,0.0,-0.28,0.0,14.2664,0.0,0.0,2.64,0.0,0.02,0.0,0.05,0.0,0.88815338,1.0,0.0,0.0,0
-0.47,62.5,-4.29,99.0,-0.22,-0.29,16.0498,0.0,0.0,3.4,0.0,0.19,0.0,0.17,0.0,0.5714064,0.0,0.0,1.0,1
-0.19,31.5,5.29,0.0,-0.24,-0.15,10.6664,0.0,0.0,2.19,0.0,-0.87,0.0,-0.83,0.0,0.822865473,1.0,1.0,0.0,0
0.08,93.33,-7.52,0.0,0.09,0.13,31.3831,0.0,0.0,4.83,0.0,-0.2,5.0,-0.12,4.0,0.972320045,0.0,0.0,1.0,0
-0.42,12.5,-1.29,0.166666667,-0.02,-0.46,9.8832,0.0,0.0,3.89,2.0,-0.11,9.0,0.07,2.0,0.874957285,0.0,0.0,1.0,1
0.86,54.5,-0.85,0.153846154,0.18,0.89,33.1665,0.0,0.0,8.06,2.0,0.41,3.0,0.38,2.5,0.344330884,1.0,0.0,2.0,0
-0.79,30.0,-0.61,0.333333333,-0.1,-0.77,1.8165,0.0,0.0,0.36,0.0,-0.28,0.0,-0.25,0.0,0.793360456,0.0,0.0,0.0,1
-0.01,30.0,0.82,99.0,-0.19,-0.04,29.4831,0.0,0.0,6.57,0.0,0.32,1.0,0.21,0.0,1.263652538,0.0,0.0,0.0,0
0.14,74.5,-5.56,99.0,-0.19,0.15,81.8998,0.0,0.0,5.07,0.0,0.85,0.0,1.11,0.0,1.104577035,1.0,0.0,2.0,0
0.4,78.33,6.34,1.0,-0.09,0.07,22.4498,0.0,0.0,12.56,0.0,0.54,2.0,0.13,0.0,0.43807982,1.0,4.0,0.0,0
-0.75,54.0,0.0,0.0,0.02,-0.25,51.7997,0.0,0.0,1.23,0.0,-0.54,15.0,-0.29,0.0,1.10089672,0.0,0.0,2.0,0
-0.51,57.0,0.15,0.090909091,-0.22,0.1,27.4165,0.0,0.0,6.24,0.0,0.18,0.0,-0.2,0.0,1.713798943,1.0,0.0,0.0,0
0.6,26.84,-4.0,0.0,0.08,0.67,36.4164,0.0,0.0,13.84,0.0,-0.35,2.0,-0.2,0.0,1.18807482,1.0,1.0,1.0,0
-0.69,54.0,-0.04,0.2,0.29,0.07,32.5498,0.0,0.0,2.67,0.0,-0.1,15.0,-0.19,0.0,0.952233338,0.0,0.0,1.0,1
-0.32,33.85,2.47,0.0,-0.46,-0.35,18.0331,0.0,0.0,3.59,0.0,-0.8,6.0,-0.68,0.0,0.530880902,0.0,0.0,2.0,1
-0.28,23.7,0.0,0.2,0.36,-0.29,85.2496,0.0,0.0,13.73,0.0,-0.47,15.0,-1.1,0.0,0.834463775,0.0,0.0,0.0,1
0.13,55.0,1.25,0.0,-0.25,0.34,28.1497,0.0,0.0,10.93,0.0,-1.34,0.0,-0.62,0.0,0.943439985,2.0,3.0,0.0,0
-0.36,38.71,-3.89,0.0,-0.02,0.23,19.2997,0.0,0.0,2.04,0.0,-0.05,6.0,0.25,3.0,1.166293015,0.0,0.0,1.0,0
-0.41,37.37,-0.32,1.0,0.87,-0.36,50.9831,0.0,0.0,15.92,0.0,-1.26,8.0,-0.8,0.0,0.854666097,1.0,0.0,0.0,0
-0.37,33.25,-1.61,1.0,0.08,-0.09,18.8831,0.0,0.0,3.27,0.0,-0.9,5.0,-0.92,0.0,0.757101783,0.0,0.0,0.0,1
-0.51,36.67,-0.32,0.285714286,0.52,-0.66,4.7165,0.0,0.0,2.12,0.0,-0.5,9.0,-0.3,5.0,1.302224126,0.0,0.0,0.0,0
0.69,66.0,-3.19,99.0,0.33,0.58,42.983,0.0,0.0,7.32,0.0,0.09,1.0,-0.04,0.0,0.724141986,1.0,0.0,0.0,0
0.01,44.0,3.45,0.0,-0.09,-0.01,10.7331,0.0,0.0,1.95,0.0,-0.38,1.0,-0.11,0.0,1.207552048,2.0,1.0,1.0,0
0.07,44.44,0.36,0.0,0.56,-0.03,24.5164,0.0,0.0,1.89,0.0,-0.35,3.0,-0.26,0.0,0.893487381,2.0,0.0,0.0,0
0.07,51.33,-6.4,99.0,-0.13,-0.04,21.6164,0.0,0.0,3.06,0.0,0.41,0.0,-0.01,0.0,1.389012577,0.0,0.0,0.0,1
1.01,59.67,5.42,99.0,0.21,0.95,20.7164,0.0,0.0,6.02,0.0,0.51,0.0,0.41,0.0,1.12415288,1.0,0.0,1.0,0
-0.73,50.0,-1.49,0.375,-0.05,-0.69,6.1666,0.0,0.0,2.42,3.0,-0.25,0.0,-0.21,3.0,0.560975396,0.0,0.0,0.0,0
-0.34,98.5,-7.53,99.0,-0.53,-0.16,52.9997,0.0,0.0,3.31,0.0,0.05,0.0,-0.03,0.0,1.251614165,0.0,0.0,0.0,0
-0.15,77.75,-5.47,1.0,0.45,0.28,38.1165,0.0,0.0,5.0,0.0,-0.44,0.0,0.35,0.0,1.654545716,0.0,4.0,0.0,0
-0.05,47.22,-2.26,0.0,-0.15,-0.02,45.4665,0.0,0.0,15.2,0.0,0.35,6.0,0.31,0.0,0.269481353,1.0,0.0,0.0,1
0.07,52.25,0.04,0.111111111,-0.19,-0.52,9.383,0.0,0.0,2.81,0.0,0.13,3.0,-0.02,0.0,0.875998866,1.0,0.0,0.0,0
0.19,63.33,-0.33,0.0,0.95,0.22,12.9998,0.0,0.0,2.95,0.0,0.09,1.0,0.06,0.0,1.347190001,1.0,0.0,0.0,0
0.58,47.14,2.74,0.0,0.02,0.46,26.2498,0.0,0.0,7.4,0.0,0.44,6.0,0.07,0.0,1.526837999,1.0,0.0,2.0,0
-0.13,14.55,-0.08,0.0,-0.89,-0.2,7.3331,0.0,0.0,1.63,0.0,-0.05,6.0,-0.04,0.0,0.833939281,0.0,0.0,1.0,0
0.12,10.0,-0.34,0.0,-0.05,0.29,14.9164,0.0,0.0,4.63,0.0,0.2,2.0,0.13,2.0,0.900196655,0.0,0.0,0.0,0
0.08,35.56,5.48,0.0,0.34,0.06,24.9664,0.0,0.0,11.12,0.0,-0.51,3.0,-0.43,0.0,0.937131284,1.0,0.0,0.0,0
0.15,42.5,-1.55,0.0,-0.74,-0.08,54.3831,0.0,0.0,8.67,0.0,0.64,7.0,0.15,0.0,0.778539583,1.0,0.0,1.0,0
0.45,29.0,0.0,99.0,-0.07,0.27,91.8997,0.0,0.0,16.2,0.0,0.61,15.0,-0.19,0.0,1.652510402,0.0,0.0,0.0,0
-0.22,15.06,-0.42,0.0,-0.19,-0.38,23.8664,0.0,0.0,8.03,0.0,0.04,9.0,-0.35,0.0,0.677297116,0.0,0.0,0.0,1
-0.12,57.78,-3.59,99.0,-0.05,-0.1,40.7163,0.0,0.0,8.86,0.0,-0.32,0.0,-0.15,0.0,0.479402867,1.0,0.0,0.0,1
-0.63,48.0,4.41,0.2,-0.54,-0.71,7.7665,0.0,0.0,2.88,0.0,-0.33,3.0,-0.21,2.0,1.235554049,1.0,0.0,0.0,1
1.31,107.0,-1.77,99.0,0.14,0.25,37.4498,0.0,0.0,4.89,0.0,0.34,0.0,-0.3,0.0,1.233162239,1.0,0.0,0.0,0
0.17,71.67,0.72,99.0,-0.85,0.13,19.6497,0.0,0.0,1.58,0.0,-0.04,0.0,-0.03,0.0,1.287876129,1.0,0.0,1.0,0
0.44,15.0,-1.62,0.0,0.42,0.44,10.1499,0.0,0.0,4.85,0.0,0.04,0.0,0.04,0.0,0.329377889,0.0,3.0,0.0,1
0.49,25.71,1.56,0.0,0.19,0.53,31.3164,0.0,0.0,7.65,0.0,0.55,1.0,0.4,0.0,1.339393144,0.0,0.0,0.0,0
-0.14,29.41,-0.88,1.0,-0.67,-0.24,25.2499,0.0,0.0,9.84,0.0,-0.72,0.0,-0.66,0.0,0.607836708,1.0,2.0,2.0,0
-0.6,90.0,-1.95,1.0,-0.96,-0.61,6.0998,0.0,0.0,2.39,0.0,-0.81,0.0,-0.66,0.0,1.164529233,0.0,0.0,4.0,0
-0.23,38.54,5.34,0.0,0.27,-0.37,5.6165,0.0,0.0,5.15,0.0,-0.04,1.0,-0.12,0.0,1.336916059,1.0,1.0,0.0,0
0.04,27.69,-0.15,0.0,-0.04,-0.2,17.0165,0.0,0.0,13.16,0.0,-1.23,4.0,-0.84,0.0,0.23976403,0.0,4.0,0.0,0
0.69,56.0,-4.63,0.222222222,0.14,0.14,21.3165,0.0,0.0,7.75,0.0,0.4,4.0,-0.03,0.0,0.940896912,1.0,0.0,1.0,0
-0.2,55.14,1.7,99.0,0.22,-0.34,43.5164,0.0,0.0,4.26,0.0,0.42,0.0,-0.03,0.0,1.042398516,1.0,0.0,1.0,0
1.47,41.22,-5.16,99.0,-0.35,1.03,22.6998,0.0,0.0,5.65,0.0,0.82,7.0,-0.24,0.0,0.283390503,2.0,0.0,0.0,0
-0.11,0.0,-2.16,0.375,-0.11,-0.11,11.3165,0.0,0.0,2.36,3.0,-0.02,0.0,-0.02,3.0,0.832485888,0.0,0.0,1.0,0
-0.63,15.0,0.7,0.625,0.02,-0.63,6.4832,0.0,0.0,3.1,4.0,-0.26,8.0,-0.22,4.0,1.064660362,0.0,0.0,0.0,0
-0.53,130.0,-0.59,0.5,0.41,-0.47,10.3665,0.0,0.0,2.72,0.0,-0.92,0.0,-0.77,0.0,0.577068919,0.0,0.0,2.0,1
0.39,29.5,4.54,0.0,0.03,0.35,35.5998,0.0,0.0,8.19,0.0,0.16,3.0,0.13,0.0,1.760902926,1.0,0.0,1.0,0
1.15,75.0,-4.58,0.0,0.22,0.36,9.4164,0.0,0.0,2.47,0.0,-0.05,0.0,-0.05,0.0,1.273830644,0.0,0.0,4.0,0
-0.55,19.29,-1.17,0.142857143,-0.11,-0.37,4.4332,0.0,0.0,1.62,0.0,-0.4,3.0,-0.33,0.0,1.148346105,0.0,0.0,0.0,0
-0.38,41.2,4.9,99.0,-0.15,-0.06,31.0498,0.0,0.0,3.17,0.0,0.09,0.0,0.18,0.0,1.727767667,1.0,0.0,0.0,0
-0.13,48.33,-5.55,99.0,0.01,-0.21,18.7164,0.0,0.0,3.41,0.0,-0.04,1.0,-0.06,0.0,0.981301217,1.0,0.0,0.0,0
0.09,22.86,1.31,0.0,-0.07,-0.21,12.1999,0.0,0.0,2.95,0.0,0.01,3.0,-0.06,0.0,0.71078261,0.0,1.0,0.0,0
-0.45,62.0,-1.31,0.0,-0.05,-0.38,20.1997,0.0,0.0,10.55,0.0,-0.8,1.0,-0.63,0.0,1.020291236,1.0,0.0,0.0,0
0.12,32.67,-2.82,0.0,0.12,0.88,21.983,0.0,0.0,1.53,0.0,0.08,0.0,0.12,4.0,0.846805975,0.0,0.0,0.0,0
-0.5,80.0,-0.49,0.0,-0.26,-0.51,8.3831,0.0,0.0,2.1,0.0,-1.28,5.0,-0.97,0.0,0.631615289,0.0,0.0,5.0,0
-0.22,40.0,-3.66,0.0,-0.17,-0.2,13.5831,0.0,0.0,2.96,0.0,-0.07,1.0,-0.07,0.0,1.780833782,1.0,1.0,2.0,0
0.13,26.0,0.01,0.0,0.32,-0.51,5.3165,0.0,0.0,8.6,0.0,-0.13,6.0,-0.58,0.0,0.555590354,0.0,2.0,4.0,0
-0.21,23.85,0.85,0.0,0.06,-0.14,20.5164,0.0,0.0,3.56,0.0,-0.01,2.0,0.02,0.0,0.991268671,0.0,0.0,0.0,0
-0.02,49.91,-3.73,99.0,0.41,0.11,80.2164,0.0,0.0,4.17,0.0,0.56,0.0,0.63,0.0,0.889230043,2.0,0.0,0.0,0
-0.16,31.82,0.77,0.3,-0.13,-0.44,29.3165,0.0,0.0,10.4,3.0,-0.26,9.0,-0.25,5.0,0.392380978,1.0,1.0,1.0,1
0.25,62.5,0.54,0.0,-0.14,0.27,34.0663,0.0,0.0,5.74,0.0,0.4,0.0,0.37,0.0,1.397785743,1.0,0.0,3.0,0
1.1,47.5,-6.83,0.272727273,-0.93,1.2,33.2331,0.0,0.0,5.98,3.0,0.33,2.0,0.29,3.0,0.491634289,1.0,0.0,1.0,0
-0.46,42.25,-1.97,0.5,-0.11,-0.4,7.5163,0.0,0.0,0.74,0.0,-0.38,1.0,-0.32,0.0,0.555425493,0.0,1.0,0.0,0
-0.15,65.0,-4.32,0.0,-0.1,-0.09,2.8332,0.0,0.0,0.87,0.0,-0.07,1.0,-0.06,2.0,1.113239559,0.0,3.0,0.0,0
-0.1,48.25,-1.06,99.0,0.04,0.37,11.9997,0.0,0.0,1.39,0.0,-0.48,0.0,-0.38,0.0,0.710207734,0.0,0.0,0.0,0
-0.69,35.0,-1.87,99.0,0.02,-0.65,6.8831,0.0,0.0,1.42,0.0,-0.79,1.0,-0.58,0.0,0.757492922,0.0,0.0,0.0,0
0.35,50.0,-4.76,0.375,0.38,0.37,58.1332,0.0,0.0,14.96,2.0,0.79,1.0,0.65,2.0,1.304602915,1.0,0.0,0.0,0
-0.21,53.85,5.07,99.0,-0.54,-0.19,31.8498,0.0,0.0,3.58,0.0,-0.51,0.0,-0.46,0.0,0.719411075,2.0,0.0,0.0,1
0.65,27.0,2.94,0.0,0.39,0.66,30.1663,0.0,0.0,8.19,0.0,0.68,0.0,0.5,0.0,0.928664753,1.0,0.0,1.0,0
-0.13,0.0,0.0,0.125,0.07,0.36,11.9497,0.0,0.0,0.0,0.0,-0.01,0.0,-0.09,2.0,1.281079028,0.0,0.0,0.0,0
-0.15,38.5,-1.71,0.0,-0.85,0.09,41.0664,0.0,0.0,3.46,0.0,-0.03,3.0,-0.11,0.0,1.034739026,0.0,0.0,1.0,0
-0.47,13.67,-0.11,0.375,0.1,-0.01,56.3164,0.0,0.0,4.12,3.0,-0.41,13.0,-0.46,3.0,0.978019378,0.0,0.0,0.0,1
-0.07,96.75,-1.49,99.0,0.01,-0.25,73.0331,0.0,0.0,15.14,0.0,0.15,0.0,-1.12,0.0,0.892792672,2.0,0.0,1.0,0
-0.46,71.2,-7.05,99.0,-0.34,-0.43,35.6497,0.0,0.0,3.25,0.0,-0.47,2.0,-0.63,0.0,0.585619369,0.0,0.0,0.0,1
-0.07,52.0,3.17,0.142857143,0.05,0.27,48.6331,0.0,0.0,5.21,0.0,-0.2,5.0,-0.41,0.0,1.404529225,1.0,0.0,0.0,0
-0.37,53.2,3.94,99.0,-0.05,-0.03,65.6663,0.0,0.0,7.38,0.0,-0.07,1.0,-0.56,0.0,0.452487877,1.0,0.0,3.0,0
-0.49,28.67,-2.81,0.285714286,-0.54,-0.08,7.3165,0.0,0.0,1.74,0.0,0.08,0.0,0.31,2.0,0.521279597,0.0,0.0,0.0,1
0.92,58.0,4.19,99.0,-0.37,-0.05,39.5164,0.0,0.0,15.53,0.0,1.29,1.0,0.09,0.0,1.8414074,1.0,2.0,0.0,0
-0.3,29.86,3.1,0.0,0.11,-0.33,5.6164,0.0,0.0,1.62,0.0,0.09,1.0,0.04,0.0,1.016908639,0.0,0.0,0.0,0
-0.56,12.86,0.78,0.307692308,0.84,-0.5,5.9665,0.0,0.0,2.25,2.0,-0.39,4.0,-0.26,2.0,0.428487967,0.0,0.0,0.0,0
0.08,34.17,0.65,0.230769231,-0.18,-0.01,13.9165,0.0,0.0,6.4,2.0,-0.12,1.0,-0.14,2.5,0.394384196,0.0,0.0,0.0,0
-0.24,29.09,0.33,0.0,-0.26,-0.38,10.6498,0.0,0.0,7.36,0.0,-0.61,2.0,-0.32,0.0,0.941183072,0.0,0.0,1.0,0
0.29,55.0,-1.47,0.0,0.06,0.64,13.2332,0.0,0.0,3.4,0.0,-0.4,1.0,0.21,0.0,1.5070644,0.0,3.0,1.0,0
-0.53,57.78,-2.6,99.0,0.41,-0.37,28.3998,0.0,0.0,3.76,0.0,-1.18,2.0,-0.37,0.0,0.926941433,1.0,0.0,3.0,0
-0.19,50.0,-2.05,0.0,-0.12,-0.31,8.7665,0.0,0.0,2.24,0.0,-0.14,0.0,-0.13,0.0,0.561885831,1.0,0.0,0.0,0
0.44,50.0,-4.24,99.0,0.06,0.44,18.983,0.0,0.0,3.72,0.0,-0.17,1.0,-0.15,0.0,0.523993542,1.0,0.0,0.0,0
-0.47,78.33,-7.11,1.0,0.01,-0.46,17.7665,0.0,0.0,7.13,0.0,-0.62,0.0,-0.49,0.0,1.04896806,0.0,0.0,0.0,0
-0.39,48.17,-3.72,0.0,-0.4,-0.34,15.1996,0.0,0.0,1.91,0.0,-0.29,2.0,-0.14,2.0,0.51707565,0.0,5.0,0.0,0
-0.46,16.67,-0.36,0.0,-0.35,-0.36,8.8498,0.0,0.0,1.83,0.0,0.04,2.0,0.08,0.0,0.933200333,0.0,0.0,0.0,0
-0.1,16.36,-0.76,0.333333333,-0.08,-0.04,13.4498,0.0,0.0,1.77,0.0,0.05,2.0,0.06,0.0,1.130369552,0.0,0.0,2.0,0
0.1,36.25,0.0,0.333333333,-0.16,0.0,25.3499,0.0,0.0,17.44,2.0,0.57,12.0,0.2,2.5,1.014546307,2.0,0.0,0.0,0
-0.3,55.0,-7.4,0.0,0.18,-0.12,24.1664,0.0,0.0,8.18,0.0,-0.4,3.0,-0.2,0.0,0.509458671,0.0,0.0,0.0,0
0.92,101.0,-4.11,99.0,0.46,0.8,34.7163,0.0,0.0,12.97,0.0,0.83,0.0,0.38,0.0,1.09431333,1.0,0.0,3.0,0
-0.83,142.5,-1.9,1.0,-0.71,-0.81,5.9998,0.0,0.0,2.09,0.0,-1.37,0.0,-1.03,0.0,0.673836928,0.0,0.0,3.0,1
-0.22,46.67,-3.19,0.0,-0.47,-0.15,11.4499,0.0,0.0,3.94,0.0,-0.1,0.0,-0.04,0.0,1.480062745,0.0,1.0,0.0,0
-0.56,0.0,-3.09,0.4,-0.07,-0.51,3.4665,0.0,0.0,0.72,0.0,0.0,0.0,0.01,0.0,0.733490783,0.0,0.0,2.0,0
0.3,43.5,-5.08,99.0,0.45,0.45,94.6998,0.0,0.0,10.88,0.0,0.38,0.0,0.61,0.0,1.274459011,2.0,2.0,1.0,0
-0.25,67.2,-3.85,0.0,0.24,0.41,39.3332,0.0,0.0,2.98,0.0,-0.73,3.0,-0.66,0.0,1.074356431,0.0,2.0,0.0,0
0.46,28.33,0.63,1.0,0.29,-0.13,11.9165,0.0,0.0,7.77,0.0,0.25,5.0,-0.09,0.0,0.749199141,0.0,0.0,0.0,0
-0.11,60.0,-3.44,0.0,-0.07,-0.06,16.0331,0.0,0.0,4.17,0.0,-0.02,0.0,0.02,0.0,1.003517212,0.0,0.0,0.0,0
0.28,48.0,6.21,99.0,-0.63,0.3,69.2164,0.0,0.0,12.11,0.0,0.33,0.0,0.16,0.0,0.618608599,2.0,0.0,0.0,0
0.08,68.0,-5.82,99.0,-0.01,0.76,42.3164,0.0,0.0,3.62,0.0,-0.01,0.0,-0.03,0.0,1.311101355,0.0,0.0,0.0,0
0.37,46.67,1.82,0.2,0.61,0.31,18.133,0.0,0.0,5.98,0.0,0.37,0.0,0.26,2.0,0.865168287,1.0,0.0,0.0,0
-0.52,62.5,-2.35,0.333333333,-0.02,-0.49,5.2998,0.0,0.0,1.89,0.0,-0.23,3.0,-0.17,2.0,1.001492178,0.0,0.0,0.0,1
-0.55,84.17,-6.67,99.0,-0.03,-0.49,21.7164,0.0,0.0,2.68,0.0,-0.74,0.0,-0.3,0.0,1.324589018,0.0,0.0,0.0,1
-0.03,20.91,-1.64,0.0,0.32,-0.06,18.8998,0.0,0.0,2.88,0.0,-0.2,3.0,-0.14,0.0,2.021845402,0.0,0.0,0.0,0
-0.07,37.67,-1.55,0.0,0.61,0.24,13.8497,0.0,0.0,1.24,0.0,-0.11,0.0,-0.14,0.0,1.173254015,0.0,0.0,4.0,0
0.11,17.27,1.42,1.0,0.06,-0.18,16.9164,0.0,0.0,18.55,0.0,0.74,9.0,0.1,0.0,1.009929415,1.0,0.0,2.0,0
0.2,95.0,5.12,1.0,-0.25,0.0,21.4664,0.0,0.0,7.29,0.0,-0.11,0.0,-0.15,0.0,1.21829913,1.0,1.0,1.0,0
-0.24,15.0,-1.3,0.0,0.18,-0.19,5.9832,0.0,0.0,1.07,0.0,0.11,2.0,0.09,2.0,1.056849532,0.0,0.0,0.0,1
0.25,80.14,3.53,99.0,0.38,-0.02,49.1164,0.0,0.0,11.15,0.0,0.54,1.0,0.1,0.0,0.88939247,2.0,0.0,0.0,0
0.29,48.0,5.67,0.0,0.09,0.14,14.1832,0.0,0.0,7.38,0.0,0.64,2.0,0.22,0.0,0.671631592,1.0,0.0,0.0,0
-0.19,107.5,-3.6,99.0,-0.36,-0.19,11.2331,0.0,0.0,1.71,0.0,-0.25,0.0,-0.2,0.0,1.114990732,0.0,1.0,2.0,0
1.35,50.0,-5.47,0.0,0.1,1.3,18.3996,0.0,0.0,3.6,0.0,0.23,0.0,0.19,0.0,0.370389741,1.0,0.0,1.0,0
-0.6,35.0,-0.7,0.25,-0.18,-0.55,9.5165,0.0,0.0,3.58,0.0,-0.53,3.0,-0.42,0.0,0.06436679,0.0,0.0,0.0,1
0.67,55.0,-6.62,0.0,-0.53,0.64,30.883,0.0,0.0,6.01,0.0,0.09,0.0,0.06,0.0,1.261667367,1.0,0.0,0.0,0
-0.72,42.0,0.0,0.111111111,0.04,0.4,8.6165,0.0,0.0,0.79,0.0,-0.72,15.0,-0.1,3.0,0.3154275,0.0,0.0,1.0,0
-0.42,30.0,2.64,99.0,-0.13,-0.44,7.3331,0.0,0.0,3.47,0.0,-0.14,2.0,-0.14,0.0,1.033633909,0.0,3.0,0.0,1
0.02,20.31,-0.85,0.333333333,-0.12,0.06,31.9831,0.0,0.0,6.87,0.0,0.2,7.0,0.15,0.0,0.959750005,0.0,0.0,0.0,0
-0.68,35.0,-0.93,0.3,0.09,-0.65,3.0666,0.0,0.0,1.04,2.0,-0.11,0.0,-0.09,2.0,0.552851367,0.0,0.0,0.0,1
0.66,46.25,-6.77,0.285714286,-0.43,0.64,18.4497,0.0,0.0,5.19,0.0,0.53,0.0,0.44,3.0,0.123590127,1.0,0.0,1.0,1
